,Date,Open,High,Low,Close,Volume,OpenInt
2746,1973-01-05,1.2157,1.2477,1.2157,1.2238,4942487,0
2747,1973-01-08,1.2238,1.2398,1.2238,1.2319,3058499,0
2748,1973-01-09,1.2319,1.2319,1.2157,1.2157,3213509,0
2749,1973-01-10,1.2157,1.2319,1.2157,1.2238,2975032,0
2750,1973-01-11,1.2238,1.2641,1.2238,1.2238,5729467,0
2751,1973-01-12,1.2238,1.2319,1.1996,1.2075,3547380,0
2752,1973-01-15,1.2075,1.2319,1.1915,1.1996,3481799,0
2753,1973-01-16,1.1996,1.2075,1.1755,1.2075,4435718,0
2754,1973-01-17,1.2075,1.2238,1.1996,1.1996,2688855,0
2755,1973-01-18,1.1996,1.2238,1.1996,1.1996,2980989,0
2756,1973-01-19,1.1915,1.1915,1.1755,1.1915,3446025,0
2757,1973-01-22,1.1915,1.1996,1.159,1.1677,4704007,0
2758,1973-01-23,1.1677,1.1755,1.159,1.1677,5920248,0
2759,1973-01-24,1.1677,1.1834,1.1433,1.1433,6248160,0
2760,1973-01-26,1.1433,1.1677,1.1354,1.1677,7231887,0
2761,1973-01-29,1.1677,1.1677,1.1512,1.159,3607002,0
2762,1973-01-30,1.159,1.1677,1.159,1.159,2647122,0
2763,1973-01-31,1.159,1.1677,1.159,1.1677,1788595,0
2764,1973-02-01,1.1677,1.1677,1.1433,1.1433,3273130,0
2765,1973-02-02,1.1433,1.1512,1.1354,1.1433,2581540,0
2766,1973-02-05,1.1433,1.159,1.1433,1.1512,2277479,0
2767,1973-02-06,1.1512,1.1512,1.1354,1.1512,4197236,0
2768,1973-02-07,1.1512,1.1512,1.1109,1.1192,3928947,0
2769,1973-02-08,1.1192,1.1272,1.1109,1.1272,3791825,0
2770,1973-02-09,1.1272,1.159,1.1272,1.1512,3607002,0
2771,1973-02-12,1.1512,1.1677,1.1512,1.159,3672581,0
2772,1973-02-13,1.1755,1.1996,1.1755,1.1834,10039982,0
2773,1973-02-14,1.1834,1.1834,1.159,1.159,5234621,0
2774,1973-02-15,1.159,1.1677,1.1512,1.1677,3332750,0
2775,1973-02-16,1.1677,1.1677,1.159,1.1677,2247669,0
2776,1973-02-20,1.1677,1.1755,1.159,1.1677,5037881,0
2777,1973-02-21,1.159,1.159,1.1354,1.1433,2170161,0
2778,1973-02-22,1.1433,1.1433,1.1272,1.1272,3684506,0
2779,1973-02-23,1.1272,1.1272,1.1031,1.1031,4268781,0
2780,1973-02-26,1.1031,1.1109,1.087,1.1031,4924600,0
2781,1973-02-27,1.1031,1.1192,1.1031,1.1109,4030299,0
2782,1973-02-28,1.1109,1.1109,1.0951,1.1109,4966335,0
2783,1973-03-01,1.1109,1.1192,1.1031,1.1031,5616190,0
2784,1973-03-02,1.1031,1.1109,1.087,1.1109,3141964,0
2785,1973-03-05,1.1109,1.1192,1.1109,1.1192,2259593,0
2786,1973-03-06,1.1192,1.1354,1.1192,1.1272,5461178,0
2787,1973-03-07,1.1272,1.1433,1.1272,1.1433,4441677,0
2788,1973-03-08,1.1433,1.1433,1.1354,1.1354,5365786,0
2789,1973-03-09,1.1354,1.1433,1.1272,1.1433,2360947,0
2790,1973-03-12,1.1433,1.1433,1.1272,1.1354,2056883,0
2791,1973-03-13,1.1354,1.1354,1.1272,1.1272,2796170,0
2792,1973-03-14,1.1272,1.1354,1.1272,1.1354,3022727,0
2793,1973-03-15,1.1354,1.1354,1.1272,1.1272,2408643,0
2794,1973-03-16,1.1192,1.1192,1.1109,1.1109,4119734,0
2795,1973-03-19,1.1109,1.1109,1.087,1.087,1979380,0
2796,1973-03-20,1.087,1.1031,1.087,1.0951,2110543,0
2797,1973-03-21,1.0951,1.0951,1.0467,1.0627,4590727,0
2798,1973-03-22,1.0627,1.0707,1.0547,1.0627,4465527,0
2799,1973-03-23,1.0627,1.0707,1.0467,1.0547,3541416,0
2800,1973-03-26,1.0547,1.0627,1.0385,1.0547,3607002,0
2801,1973-03-27,1.0547,1.0707,1.0547,1.0707,4930561,0
2802,1973-03-28,1.0707,1.0788,1.0627,1.0788,3273130,0
2803,1973-03-29,1.0788,1.087,1.0707,1.087,3875290,0
2804,1973-03-30,1.087,1.087,1.0707,1.0788,2861752,0
2805,1973-04-02,1.0707,1.0707,1.0467,1.0467,2027074,0
2806,1973-04-03,1.0385,1.0385,1.0305,1.0385,3928947,0
2807,1973-04-04,1.0305,1.0305,1.0146,1.0146,3267166,0
2808,1973-04-05,1.0146,1.0305,1.0062,1.0305,3982605,0
2809,1973-04-06,1.0305,1.0385,1.0225,1.0305,5025951,0
2810,1973-04-09,1.0305,1.0467,1.0225,1.0467,4918638,0
2811,1973-04-10,1.0547,1.0707,1.0547,1.0707,4763625,0
2812,1973-04-11,1.0707,1.0788,1.0547,1.0788,4066074,0
2813,1973-04-12,1.0788,1.0788,1.0627,1.0707,6116995,0
2814,1973-04-13,1.0707,1.0707,1.0547,1.0707,2647122,0
2815,1973-04-16,1.0707,1.0788,1.0627,1.0627,2289403,0
2816,1973-04-17,1.0627,1.0707,1.0547,1.0627,2533843,0
2817,1973-04-18,1.0627,1.0627,1.0467,1.0627,3940871,0
2818,1973-04-19,1.0627,1.0707,1.0547,1.0707,3559305,0
2819,1973-04-23,1.0707,1.0707,1.0547,1.0627,2486148,0
2820,1973-04-24,1.0627,1.0627,1.0467,1.0467,3422176,0
2821,1973-04-25,1.0385,1.0385,0.9984,0.9984,9193381,0
2822,1973-04-26,0.9984,1.0146,0.9903,1.0146,7196116,0
2823,1973-04-27,1.0146,1.0225,1.0062,1.0062,3159852,0
2824,1973-04-30,1.0062,1.0062,0.9662,0.9903,7339202,0
2825,1973-05-01,0.9903,0.9984,0.9662,0.9984,6277968,0
2826,1973-05-02,0.9984,0.9984,0.9822,0.9984,6134881,0
2827,1973-05-03,0.9984,0.9984,0.9742,0.9984,11458932,0
2828,1973-05-04,1.0062,1.0385,1.0062,1.0305,10421551,0
2829,1973-05-07,1.0305,1.0385,1.0225,1.0305,3296975,0
2830,1973-05-08,1.0305,1.0305,1.0062,1.0305,4143580,0
2831,1973-05-09,1.0305,1.0467,1.0305,1.0305,4888829,0
2832,1973-05-10,1.0225,1.0225,0.9984,1.0146,3404292,0
2833,1973-05-11,1.0062,1.0062,0.9903,0.9984,4197236,0
2834,1973-05-14,0.9822,0.9822,0.9662,0.9742,3398332,0
2835,1973-05-15,0.9742,0.9903,0.9662,0.9822,5681771,0
2836,1973-05-16,0.9822,0.9903,0.9662,0.9822,3392368,0
2837,1973-05-17,0.9822,0.9822,0.9662,0.9662,3976643,0
2838,1973-05-18,0.95,0.95,0.926,0.9339,5860631,0
2839,1973-05-21,0.9339,0.9419,0.9178,0.9339,4727854,0
2840,1973-05-22,0.9419,0.9742,0.9419,0.9419,4739777,0
2841,1973-05-23,0.9419,0.958,0.9339,0.95,4286667,0
2842,1973-05-24,0.95,0.9903,0.95,0.9903,4692082,0
2843,1973-05-25,0.9903,0.9984,0.9822,0.9984,6892056,0
2844,1973-05-29,0.9984,1.0062,0.9903,0.9984,3344671,0
2845,1973-05-30,0.9984,0.9984,0.9903,0.9984,3958757,0
2846,1973-05-31,0.9984,0.9984,0.9822,0.9903,3040613,0
2847,1973-06-01,0.9822,0.9822,0.9662,0.9662,3523535,0
2848,1973-06-04,0.9662,0.9742,0.958,0.9662,2444411,0
2849,1973-06-05,0.9662,0.9903,0.9662,0.9903,3136005,0
2850,1973-06-06,0.9903,0.9984,0.9822,0.9903,3261202,0
2851,1973-06-07,0.9903,1.0146,0.9822,1.0146,3374480,0
2852,1973-06-08,1.0146,1.0225,1.0062,1.0146,4912673,0
2853,1973-06-11,1.0146,1.0146,0.9903,0.9984,3404292,0
2854,1973-06-12,0.9984,1.0225,0.9984,1.0225,3380444,0
2855,1973-06-13,1.0225,1.0305,0.9984,0.9984,3362559,0
2856,1973-06-14,0.9984,0.9984,0.9822,0.9822,3917022,0
2857,1973-06-15,0.9822,0.9822,0.9662,0.9662,3571229,0
2858,1973-06-18,0.958,0.958,0.95,0.958,3642769,0
2859,1973-06-19,0.958,0.9742,0.958,0.9662,4221084,0
2860,1973-06-20,0.9662,0.9662,0.958,0.9662,3535453,0
2861,1973-06-21,0.9662,0.9662,0.95,0.95,2861752,0
2862,1973-06-22,0.95,0.9742,0.9419,0.95,4417832,0
2863,1973-06-25,0.9419,0.9419,0.9339,0.9339,2831942,0
2864,1973-06-26,0.9339,0.95,0.926,0.95,3565268,0
2865,1973-06-27,0.95,0.95,0.9419,0.95,2927336,0
2866,1973-06-28,0.95,0.9662,0.9419,0.9662,6391249,0
2867,1973-06-29,0.9662,0.9662,0.958,0.958,1812443,0
2868,1973-07-02,0.958,0.958,0.9339,0.9419,3762015,0
2869,1973-07-03,0.9419,0.95,0.9419,0.9419,2533843,0
2870,1973-07-05,0.9419,0.9419,0.926,0.9419,4322438,0
2871,1973-07-06,0.9419,0.9419,0.9339,0.9419,2396717,0
2872,1973-07-09,0.9419,0.9419,0.9339,0.9419,3648735,0
2873,1973-07-10,0.9419,0.958,0.9419,0.95,3773936,0
2874,1973-07-11,0.95,0.9984,0.95,0.9984,6552218,0
2875,1973-07-12,0.9984,0.9984,0.9822,0.9822,4072037,0
2876,1973-07-13,0.9822,0.9903,0.9662,0.9662,3553342,0
2877,1973-07-16,0.9662,0.9822,0.9662,0.9822,3827593,0
2878,1973-07-17,0.9822,0.9984,0.9822,0.9903,6653570,0
2879,1973-07-18,0.9903,1.0225,0.9903,1.0146,4733818,0
2880,1973-07-19,1.0146,1.0385,1.0146,1.0305,7094757,0
2881,1973-07-20,1.0305,1.0385,1.0146,1.0305,4495337,0
2882,1973-07-23,1.0305,1.0467,1.0305,1.0467,3314862,0
2883,1973-07-24,1.0385,1.0385,1.0305,1.0385,4262818,0
2884,1973-07-25,1.0385,1.0627,1.0385,1.0627,7100725,0
2885,1973-07-26,1.0627,1.0627,1.0467,1.0627,4632464,0
2886,1973-07-27,1.0627,1.0707,1.0547,1.0707,3213509,0
2887,1973-07-30,1.0707,1.0788,1.0627,1.0707,3976643,0
2888,1973-07-31,1.0707,1.0707,1.0467,1.0467,7261698,0
2889,1973-08-01,1.0467,1.0467,1.0305,1.0305,6128915,0
2890,1973-08-02,1.0305,1.0305,1.0146,1.0225,4841129,0
2891,1973-08-03,1.0225,1.0305,1.0225,1.0305,3267166,0
2892,1973-08-06,1.0305,1.0467,1.0305,1.0467,2802131,0
2893,1973-08-07,1.0467,1.0467,1.0305,1.0305,3875290,0
2894,1973-08-08,1.0305,1.0305,0.9984,0.9984,6647611,0
2895,1973-08-09,0.9984,0.9984,0.9903,0.9903,5192888,0
2896,1973-08-10,0.9903,1.0062,0.9903,0.9984,3690467,0
2897,1973-08-13,0.9984,1.0062,0.9903,0.9984,2498071,0
2898,1973-08-14,0.9984,1.0146,0.9903,0.9984,3553342,0
2899,1973-08-15,1.0062,1.0225,1.0062,1.0062,3070422,0
2900,1973-08-16,1.0062,1.0225,1.0062,1.0062,4352247,0
2901,1973-08-17,1.0062,1.0062,0.9984,1.0062,1800521,0
2902,1973-08-20,1.0062,1.0146,0.9903,0.9984,2754436,0
2903,1973-08-21,0.9984,0.9984,0.9903,0.9903,2116502,0
2904,1973-08-22,0.9903,0.9984,0.9903,0.9903,1734938,0
2905,1973-08-23,0.9903,0.9984,0.9903,0.9984,3481799,0
2906,1973-08-24,0.9984,1.0062,0.9662,0.9742,26751423,0
2907,1973-08-27,0.9742,0.9742,0.958,0.9662,3565268,0
2908,1973-08-28,0.9662,0.9662,0.9662,0.9662,2814058,0
2909,1973-08-29,0.9662,0.9742,0.9662,0.9662,4864977,0
2910,1973-08-30,0.9662,0.9822,0.9662,0.9742,3618924,0
2911,1973-08-31,0.9742,0.9822,0.9742,0.9822,2426526,0
2912,1973-09-04,0.9903,0.9903,0.9903,0.9903,2402682,0
2913,1973-09-05,0.9903,0.9903,0.9822,0.9822,3988566,0
2914,1973-09-06,0.9822,0.9822,0.9662,0.9742,3481799,0
2915,1973-09-07,0.9742,0.9742,0.95,0.9662,3612965,0
2916,1973-09-10,0.9662,0.9742,0.958,0.9662,3493724,0
2917,1973-09-11,0.958,0.958,0.9419,0.95,4704007,0
2918,1973-09-12,0.95,0.958,0.9339,0.9419,3595076,0
2919,1973-09-13,0.9419,0.95,0.9339,0.9419,4268781,0
2920,1973-09-14,0.95,0.9822,0.95,0.9742,4286667,0
2921,1973-09-17,0.9822,1.0062,0.9822,0.9984,7488252,0
2922,1973-09-18,0.9984,1.0062,0.9822,0.9903,8793930,0
2923,1973-09-19,0.9903,1.0062,0.9822,1.0062,7208040,0
2924,1973-09-20,1.0146,1.0385,1.0146,1.0385,9026446,0
2925,1973-09-21,1.0385,1.0627,1.0305,1.0547,6438942,0
2926,1973-09-24,1.0707,1.087,1.0707,1.0788,8263307,0
2927,1973-09-25,1.0788,1.0951,1.0788,1.0788,8549487,0
2928,1973-09-26,1.0788,1.087,1.0627,1.0788,7458444,0
2929,1973-09-27,1.0788,1.0788,1.0547,1.0547,7470368,0
2930,1973-09-28,1.0547,1.0627,1.0467,1.0467,4215123,0
2931,1973-10-01,1.0467,1.0467,1.0305,1.0467,3559305,0
2932,1973-10-02,1.0467,1.0627,1.0467,1.0627,4018377,0
2933,1973-10-03,1.0627,1.0707,1.0547,1.0627,4274742,0
2934,1973-10-04,1.0627,1.0788,1.0627,1.0707,4322438,0
2935,1973-10-05,1.0788,1.1109,1.0788,1.1031,5318090,0
2936,1973-10-08,1.1031,1.1109,1.087,1.1109,4405907,0
2937,1973-10-09,1.1109,1.1433,1.1109,1.1354,7398824,0
2938,1973-10-10,1.1272,1.1272,1.1031,1.1109,5419447,0
2939,1973-10-11,1.1109,1.1192,1.1031,1.1192,3821633,0
2940,1973-10-12,1.1192,1.1192,1.1031,1.1109,3946833,0
2941,1973-10-15,1.0951,1.0951,1.0788,1.0788,3392368,0
2942,1973-10-16,1.0788,1.087,1.0627,1.0788,3237359,0
2943,1973-10-17,1.0788,1.1031,1.0788,1.0951,2760402,0
2944,1973-10-18,1.0951,1.1031,1.0951,1.1031,3726241,0
2945,1973-10-19,1.1031,1.1192,1.1031,1.1192,3893177,0
2946,1973-10-22,1.1192,1.1354,1.1109,1.1192,3076382,0
2947,1973-10-23,1.1192,1.1272,1.1031,1.1192,3583156,0
2948,1973-10-24,1.1192,1.1272,1.1031,1.1272,3571229,0
2949,1973-10-25,1.1192,1.1192,1.1031,1.1109,2629236,0
2950,1973-10-26,1.1109,1.1272,1.1109,1.1272,4882866,0
2951,1973-10-29,1.1354,1.1433,1.1354,1.1354,3136005,0
2952,1973-10-30,1.1354,1.1354,1.1109,1.1109,3648735,0
2953,1973-10-31,1.1031,1.1031,1.087,1.087,3636810,0
2954,1973-11-01,1.087,1.0951,1.0707,1.0707,3368520,0
2955,1973-11-02,1.0707,1.0788,1.0627,1.0627,3601038,0
2956,1973-11-05,1.0627,1.0627,1.0467,1.0547,3797783,0
2957,1973-11-06,1.0547,1.0627,1.0467,1.0467,3374480,0
2958,1973-11-07,1.0467,1.0627,1.0467,1.0547,4286667,0
2959,1973-11-08,1.1031,1.1272,1.1031,1.1109,6743005,0
2960,1973-11-09,1.1109,1.1192,1.0951,1.1031,3523535,0
2961,1973-11-12,1.1031,1.1031,1.0788,1.0951,3481799,0
2962,1973-11-13,1.0951,1.1354,1.0951,1.1272,2378832,0
2963,1973-11-14,1.1272,1.1354,1.087,1.0951,4179352,0
2964,1973-11-15,1.0951,1.0951,1.0627,1.0627,6009679,0
2965,1973-11-16,1.0627,1.0951,1.0627,1.0788,4942487,0
2966,1973-11-19,1.0788,1.087,1.0467,1.0467,2748475,0
2967,1973-11-20,1.0467,1.0547,1.0385,1.0385,5300204,0
2968,1973-11-21,1.0385,1.0627,1.0385,1.0385,7118606,0
2969,1973-11-23,1.0385,1.0467,1.0305,1.0467,2855792,0
2970,1973-11-26,1.0385,1.0385,1.0225,1.0305,3934908,0
2971,1973-11-27,1.0305,1.0305,1.0062,1.0062,3302941,0
2972,1973-11-28,1.0146,1.0467,1.0146,1.0467,4876902,0
2973,1973-11-29,1.0467,1.0627,1.0385,1.0627,3791825,0
2974,1973-11-30,1.0627,1.0627,1.0385,1.0547,2599427,0
2975,1973-12-03,1.0547,1.0547,0.9822,0.9984,12794419,0
2976,1973-12-04,0.9984,1.0146,0.9903,0.9903,4990180,0
2977,1973-12-05,0.9903,0.9984,0.9742,0.9903,4209159,0
2978,1973-12-06,0.9903,1.0305,0.9903,1.0225,5634072,0
2979,1973-12-07,1.0225,1.0547,1.0225,1.0385,4924600,0
2980,1973-12-10,1.0385,1.0467,1.0225,1.0467,4709970,0
2981,1973-12-11,1.0467,1.0467,1.0225,1.0225,3195623,0
2982,1973-12-12,1.0225,1.0225,0.9822,0.9822,3595076,0
2983,1973-12-13,0.9822,0.9984,0.9822,0.9903,4960371,0
2984,1973-12-14,0.9903,0.9984,0.9662,0.9822,5663886,0
2985,1973-12-17,0.9822,0.9903,0.958,0.9662,3010799,0
2986,1973-12-18,0.9662,0.9822,0.958,0.9822,3553342,0
2987,1973-12-19,0.9822,0.9903,0.9822,0.9903,5693694,0
2988,1973-12-20,0.9903,0.9984,0.9822,0.9903,2426526,0
2989,1973-12-21,0.9903,0.9903,0.9662,0.9742,3386407,0
2990,1973-12-24,0.9662,0.9662,0.95,0.958,1734938,0
2991,1973-12-26,0.9742,0.9984,0.9742,0.9984,5145193,0
2992,1973-12-27,1.0225,1.0467,1.0225,1.0385,6582032,0
2993,1973-12-28,1.0385,1.0467,1.0305,1.0385,2808093,0
2994,1973-12-31,1.0385,1.0467,1.0225,1.0467,2718664,0
2995,1974-01-02,1.0467,1.0467,1.0305,1.0467,2176126,0
2996,1974-01-03,1.0467,1.0627,1.0385,1.0547,4203199,0
2997,1974-01-04,1.0627,1.0788,1.0627,1.0788,2963107,0
2998,1974-01-07,1.0788,1.087,1.0627,1.0707,2629236,0
2999,1974-01-08,1.0627,1.0627,1.0305,1.0467,2963107,0
3000,1974-01-09,1.0385,1.0385,1.0146,1.0225,4632464,0
3001,1974-01-10,1.0225,1.0305,0.9903,0.9984,3571229,0
3002,1974-01-11,0.9984,1.0225,0.9984,1.0225,3124079,0
3003,1974-01-14,1.0305,1.0467,1.0305,1.0385,3922982,0
3004,1974-01-15,1.0385,1.0467,1.0305,1.0385,2760402,0
3005,1974-01-16,1.0385,1.0385,1.0225,1.0385,1723013,0
3006,1974-01-17,1.0385,1.0467,1.0305,1.0467,3952797,0
3007,1974-01-18,1.0467,1.0467,1.0385,1.0467,3285054,0
3008,1974-01-21,1.0467,1.0547,1.0225,1.0547,2873676,0
3009,1974-01-22,1.0547,1.0627,1.0385,1.0547,3350634,0
3010,1974-01-23,1.0627,1.0788,1.0627,1.0788,4256856,0
3011,1974-01-24,1.0788,1.0788,1.0627,1.0707,4393982,0
3012,1974-01-25,1.0707,1.0707,1.0305,1.0305,4340325,0
3013,1974-01-28,1.0305,1.0305,0.9822,0.9903,5204812,0
3014,1974-01-29,0.9903,1.0062,0.9903,1.0062,3845477,0
3015,1974-01-30,1.0062,1.0305,0.9984,1.0062,3815670,0
3016,1974-01-31,1.0062,1.0062,0.9984,0.9984,4465527,0
3017,1974-02-01,0.9984,0.9984,0.9822,0.9822,3517571,0
3018,1974-02-04,0.9822,0.9822,0.958,0.9662,3797783,0
3019,1974-02-05,0.9662,0.9662,0.9419,0.95,3636810,0
3020,1974-02-06,0.95,0.95,0.9339,0.9419,5163078,0
3021,1974-02-07,0.9419,0.95,0.9339,0.9419,3463914,0
3022,1974-02-08,0.9419,0.95,0.9419,0.9419,2194010,0
3023,1974-02-11,0.9339,0.9339,0.9015,0.9015,5532722,0
3024,1974-02-12,0.9015,0.9178,0.8938,0.9178,4453604,0
3025,1974-02-13,0.9178,0.926,0.9015,0.9015,4030299,0
3026,1974-02-14,0.9015,0.9178,0.8938,0.9015,4256856,0
3027,1974-02-15,0.9096,0.9339,0.9096,0.9339,3296975,0
3028,1974-02-19,0.9339,0.95,0.926,0.9339,3797783,0
3029,1974-02-20,0.9339,0.9419,0.9178,0.9419,3517571,0
3030,1974-02-21,0.9419,0.9662,0.9339,0.9662,2557694,0
3031,1974-02-22,0.9662,0.9662,0.9419,0.9662,2951180,0
3032,1974-02-25,0.9662,0.9742,0.95,0.9662,3022727,0
3033,1974-02-26,0.9662,0.9742,0.95,0.9742,3219473,0
3034,1974-02-27,0.9742,0.9822,0.9662,0.9662,4191274,0
3035,1974-02-28,0.958,0.958,0.9339,0.9419,2647122,0
3036,1974-03-01,0.9419,0.95,0.9339,0.9419,3666618,0
3037,1974-03-04,0.9339,0.9339,0.926,0.9339,2438451,0
3038,1974-03-05,0.9339,0.95,0.9178,0.9339,5651961,0
3039,1974-03-06,0.9339,0.9339,0.9178,0.9339,3875290,0
3040,1974-03-07,0.9339,0.9419,0.9178,0.9178,3612965,0
3041,1974-03-08,0.9178,0.9339,0.9178,0.926,3612965,0
3042,1974-03-11,0.926,0.9419,0.9178,0.9419,3911063,0
3043,1974-03-12,0.9419,0.95,0.9339,0.9419,3821633,0
3044,1974-03-13,0.9419,0.95,0.9096,0.9178,9390122,0
3045,1974-03-14,0.9178,0.926,0.8858,0.8858,7804236,0
3046,1974-03-15,0.8858,0.8858,0.8615,0.8776,7840010,0
3047,1974-03-18,0.8776,0.8858,0.8694,0.8694,5717544,0
3048,1974-03-19,0.8694,0.8694,0.8455,0.8535,19233361,0
3049,1974-03-20,0.8615,0.8938,0.8615,0.8858,4143580,0
3050,1974-03-21,0.8858,0.9178,0.8858,0.9015,6176614,0
3051,1974-03-22,0.9096,0.926,0.9096,0.9178,8352739,0
3052,1974-03-25,0.9178,0.9419,0.9096,0.9419,4405907,0
3053,1974-03-26,0.9419,0.95,0.9339,0.9339,3267166,0
3054,1974-03-27,0.9339,0.9419,0.9178,0.9178,4280705,0
3055,1974-03-28,0.9096,0.9096,0.9015,0.9015,6033529,0
3056,1974-03-29,0.9015,0.9178,0.9015,0.9015,5312125,0
3057,1974-04-01,0.9015,0.9178,0.9015,0.9096,3398332,0
3058,1974-04-02,0.9096,0.9178,0.9096,0.9096,2199972,0
3059,1974-04-03,0.9178,0.926,0.9178,0.926,3636810,0
3060,1974-04-04,0.926,0.9339,0.9178,0.9339,2796170,0
3061,1974-04-05,0.9339,0.9339,0.9096,0.9096,2343059,0
3062,1974-04-08,0.9096,0.9096,0.9015,0.9015,2098620,0
3063,1974-04-09,0.9015,0.9178,0.9015,0.9178,2211895,0
3064,1974-04-10,0.9178,0.926,0.8938,0.8938,3177736,0
3065,1974-04-11,0.8938,0.8938,0.8858,0.8858,3094270,0
3066,1974-04-15,0.8858,0.9096,0.8858,0.9015,2909449,0
3067,1974-04-16,0.9096,0.9178,0.9096,0.9178,2754436,0
3068,1974-04-17,0.9178,0.9178,0.9096,0.9096,5234621,0
3069,1974-04-18,0.9096,0.9178,0.9096,0.9178,2050923,0
3070,1974-04-19,0.9096,0.9096,0.9015,0.9015,2283440,0
3071,1974-04-22,0.9015,0.9015,0.8858,0.9015,2581540,0
3072,1974-04-23,0.9015,0.9096,0.8858,0.8858,2635197,0
3073,1974-04-24,0.8858,0.8938,0.8858,0.8858,2426526,0
3074,1974-04-25,0.8858,0.8858,0.8615,0.8694,4733818,0
3075,1974-04-26,0.8694,0.8776,0.8373,0.8615,4304552,0
3076,1974-04-29,0.8615,0.8694,0.8373,0.8694,3130043,0
3077,1974-04-30,0.8694,0.8694,0.8455,0.8535,2742513,0
3078,1974-05-01,0.8535,0.8776,0.8535,0.8776,3899136,0
3079,1974-05-02,0.8858,0.9015,0.8858,0.8858,4501297,0
3080,1974-05-03,0.8858,0.8858,0.8694,0.8694,2396717,0
3081,1974-05-06,0.8694,0.8776,0.8694,0.8776,2259593,0
3082,1974-05-07,0.8776,0.8776,0.8694,0.8694,2223819,0
3083,1974-05-08,0.8694,0.8694,0.8615,0.8615,2551729,0
3084,1974-05-09,0.8535,0.8535,0.8373,0.8455,10332117,0
3085,1974-05-10,0.8455,0.8455,0.7807,0.797,11244303,0
3086,1974-05-13,0.797,0.8212,0.797,0.805,5198849,0
3087,1974-05-14,0.8212,0.8293,0.8212,0.8293,4310515,0
3088,1974-05-15,0.8293,0.8455,0.8212,0.8373,4143580,0
3089,1974-05-16,0.8373,0.8455,0.8293,0.8293,2283440,0
3090,1974-05-17,0.8293,0.8293,0.805,0.8131,5640037,0
3091,1974-05-20,0.8131,0.8212,0.797,0.805,4698047,0
3092,1974-05-21,0.805,0.8131,0.797,0.797,3076382,0
3093,1974-05-22,0.797,0.8131,0.7891,0.797,4262818,0
3094,1974-05-23,0.797,0.797,0.7807,0.7891,5777166,0
3095,1974-05-24,0.797,0.805,0.797,0.797,3917022,0
3096,1974-05-28,0.797,0.8131,0.797,0.805,4233009,0
3097,1974-05-29,0.805,0.8131,0.797,0.797,3869328,0
3098,1974-05-30,0.797,0.805,0.7891,0.805,3511609,0
3099,1974-05-31,0.805,0.805,0.7891,0.805,1758785,0
3100,1974-06-03,0.805,0.8131,0.797,0.8131,3124079,0
3101,1974-06-04,0.8131,0.8293,0.8131,0.8212,4215123,0
3102,1974-06-05,0.8212,0.8293,0.797,0.805,3809708,0
3103,1974-06-06,0.805,0.8293,0.797,0.8212,3124079,0
3104,1974-06-07,0.8293,0.8455,0.8293,0.8293,5061726,0
3105,1974-06-10,0.8293,0.8455,0.8293,0.8455,4066074,0
3106,1974-06-11,0.8455,0.8535,0.8293,0.8293,2861752,0
3107,1974-06-12,0.8293,0.8455,0.8293,0.8455,2402682,0
3108,1974-06-13,0.8455,0.8535,0.8293,0.8373,3618924,0
3109,1974-06-14,0.8373,0.8373,0.8293,0.8293,2438451,0
3110,1974-06-17,0.8293,0.8293,0.8131,0.8212,3344671,0
3111,1974-06-18,0.8131,0.8131,0.805,0.805,1961494,0
3112,1974-06-19,0.805,0.8131,0.805,0.8131,2700778,0
3113,1974-06-20,0.8131,0.8131,0.797,0.805,2521918,0
3114,1974-06-21,0.805,0.805,0.797,0.797,2879636,0
3115,1974-06-24,0.797,0.805,0.797,0.797,2885601,0
3116,1974-06-25,0.805,0.8293,0.805,0.8293,3869328,0
3117,1974-06-26,0.8293,0.8293,0.805,0.805,4173391,0
3118,1974-06-27,0.805,0.8131,0.805,0.8131,1985343,0
3119,1974-06-28,0.8131,0.8293,0.8131,0.8212,3136005,0
3120,1974-07-01,0.8212,0.8293,0.8131,0.8212,3380444,0
3121,1974-07-02,0.8212,0.8212,0.797,0.797,4548995,0
3122,1974-07-03,0.797,0.797,0.7807,0.7891,4322438,0
3123,1974-07-05,0.7891,0.797,0.7807,0.7891,2808093,0
3124,1974-07-08,0.7807,0.7807,0.7408,0.7488,3589114,0
3125,1974-07-09,0.7488,0.7651,0.7408,0.7488,3291013,0
3126,1974-07-10,0.7488,0.7651,0.7408,0.7408,2939261,0
3127,1974-07-11,0.7408,0.7568,0.7408,0.7488,3076382,0
3128,1974-07-12,0.7651,0.797,0.7651,0.7891,4930561,0
3129,1974-07-15,0.7891,0.805,0.7807,0.7891,3821633,0
3130,1974-07-16,0.7891,0.7891,0.7729,0.7807,2259593,0
3131,1974-07-17,0.7807,0.797,0.7807,0.797,2921372,0
3132,1974-07-18,0.797,0.805,0.7891,0.797,4566880,0
3133,1974-07-19,0.797,0.805,0.7891,0.797,3583156,0
3134,1974-07-22,0.797,0.797,0.7891,0.7891,5288279,0
3135,1974-07-23,0.7891,0.797,0.7891,0.7891,3338711,0
3136,1974-07-24,0.7891,0.8131,0.7891,0.8131,2736552,0
3137,1974-07-25,0.8131,0.8212,0.805,0.805,3612965,0
3138,1974-07-26,0.805,0.805,0.7891,0.7891,2217859,0
